Renesse,Renesse,Q1024702
Renkem,Renkem,
Renkum,Renkum,Q691725
Renkum ,Renkum ,Q691725
Renswoude,Renswoude,Q10039
renswoude,renswoude,Q10039
REnswoude,REnswoude,Q10039
Reusel,Reusel,Q3428345
Reuver,Reuver,Q1019527
Rhede,Rhede,Q200581
Rheden,Rheden,Q843899
Rheine,Rheine,Q3890
Rheine (D),Rheine (D),
Rheine (Duitschl),Rheine (Duitschl),
Rhenen,Rhenen,Q10040
Rhoon,Rhoon,Q687584
Rhoon (Rotterdam),Rhoon (Rotterdam),
Ridderkerk,Ridderkerk,Q222220
Rietveld,Rietveld,Q237265
Rijckevorsel,Rijckevorsel,
Rijdenburg,Rijdenburg,
Rijkevoort,Rijkevoort,Q3432009
Rijp,Rijp,
Rijsbergen,Rijsbergen,Q3432017
Rijsenburg,Rijsenburg,Q2431575
Rijssel,Rijssel,
Rijssen,Rijssen,Q494359
Rijssenberg,Rijssenberg,
Rijswijk,Rijswijk,Q506745
Rijzenburg,Rijzenburg,
Rilland Bath,Rilland Bath,
Rilland-Bath,Rilland-Bath,Q2408675
Rocanje,Rocanje,
Rockanje,Rockanje,Q3029661
Rode-Kerke Duitswchland,Rode-Kerke Duitswchland,
Roden,Roden,Q1248365
Roelofarendsveen,Roelofarendsveen,Q2735708
Roemond,Roemond,
Roermond,Roermond,Q9783
Roggel,Roggel,Q2621569
Roksburg,Roksburg,
Rolde,Rolde,Q2182709
Ronse (België),Ronse (België),
Roodewolt,Roodewolt,
Roorda-Huizem,Roorda-Huizem,
Roordahuizen,Roordahuizen,
Roosendaal,Roosendaal,Q6903267
Roosendaal en Nispen,Roosendaal en Nispen,Q3441895
Roozendaal,Roozendaal,Q55632067
Rosmalen,Rosmalen,Q2001490
Rosoendaal,Rosoendaal,
Rossum,Rossum,Q423836
Rosterlouwen,Rosterlouwen,
Roterdam,Roterdam,Q34370
Rotsterhaule (Schoterland),Rotsterhaule (Schoterland),
Rotterd.,Rotterd.,
 Rotterdam,Rotterdam,Q34370
R dam,Rotterdam,Q34370
R-dam,Rotterdam,Q34370
R.dam,Rotterdam,Q34370
R'dam,Rotterdam,Q34370
Rotterdam,Rotterdam,Q34370
rotterdam,rotterdam,Q34370
Rotterdm,Rotterdm,
Rotterdsam,Rotterdsam,
Rottm,Rottm,
Rottm.,Rottm.,
Roucou,Roucou,Q425902
Rousselaare,Rousselaare,
Rouveen,Rouveen,Q2193137
Roux,Roux,Q746427
Rozenburg,Rozenburg,Q1019529
Rozenzurg,Rozenzurg,
Rucphen,Rucphen,Q9862
Rudelstettin,Rudelstettin,
Rudesheim  bij Bingen - Dl,Rudesheim  bij Bingen - Dl,
Ruhland,Ruhland,Q572601
Ruhrord,Ruhrord,
Ruhrort,Ruhrort,Q127660
Ruhrort (D),Ruhrort (D),
Ruigezand,Ruigezand,
Ruinen,Ruinen,Q1007156
Ruinerwold,Ruinerwold,Q2215451
Rumpt,Rumpt,Q692944
Rumsdorp,Rumsdorp,Q943502
Runen,Runen,
Rüttenscheidt (Duitsland),Rüttenscheidt (Duitsland),
Ruurlo,Ruurlo,Q1025683
Ruwiel,Ruwiel,Q2363606
Ruwiel (Loenersloot),Ruwiel (Loenersloot),
s Graveland,s Graveland,
s Gravenhage,s Gravenhage,
S Gravenhage,S Gravenhage,
s Hage,s Hage,
S Hertogenbosch,S Hertogenbosch,
s. Gravenhage,s. Gravenhage,
s.-Gravenhage,s.-Gravenhage,
s.Gravenhage,s.Gravenhage,
s'Gravenhage,s'Gravenhage,
s'Hage,s'Hage,
Saarbrücken,Saarbrücken,Q1724
Saarlouis,Saarlouis,Q14912
Saksen,Saksen,
Sandfirde Wijmbritseradeel,Sandfirde Wijmbritseradeel,
Sappemeer,Sappemeer,Q2056073
Sappenmeer,Sappenmeer,
Sassenheim,Sassenheim,Q1615386
Saurabaijen,Saurabaijen,
Savelen kreis Heinsberg Duitschland,Savelen kreis Heinsberg Duitschland,
Sch@@merveen,Sch@@merveen,
Schaarsberg,Schaarsberg,
Schaerbeek bij Brussel,Schaerbeek bij Brussel,
Schaesberg,Schaesberg,Q1019515
Schagen,Schagen,Q9955
Schaijk,Schaijk,Q3475289
Schalkwijk,Schalkwijk,Q1219207
schalkwijk,schalkwijk,Q1219207
Scharl gem. Hemelumer Oldephaert en Noordwolde.,Scharl gem. Hemelumer Oldephaert en Noordwolde.,
Scharlois,Scharlois,
Scharmer gem. Slochteren,Scharmer gem. Slochteren,
Scharne Goutum,Scharne Goutum,
Schaterland,Schaterland,
Scheemda,Scheemda,Q1010188
Scheepenzeel,Scheepenzeel,
Schellebelle,Schellebelle,Q730801
Schellinghout,Schellinghout,
Schellinkhout,Schellinkhout,Q2627415
Schenkenschans,Schenkenschans,Q466759
Schermerhorn,Schermerhorn,Q2202614
Scherpenheuvel (België),Scherpenheuvel (België),
Scherpenzaal,Scherpenzaal,
Scherpenzee;,Scherpenzee;,
Scherpenzeel,Scherpenzeel,Q407047
Scherpezeel,Scherpezeel,
Scheveningen,Scheveningen,Q837211
Scheveningen den Haag,Scheveningen den Haag,
Scheveningen gemeente 's Gravenhage,Scheveningen gemeente 's Gravenhage,
"Scheveningen, gem 's Gravenhage","Scheveningen, gem 's Gravenhage",
Schiebroek,Schiebroek,Q2434010
Schiedam,Schiedam,Q204709
Schijndel,Schijndel,Q9864
Schildersknecht,Schildersknecht,
Schinnen,Schinnen,Q9782
Schinveld,Schinveld,Q1961936
Schipluiden,Schipluiden,Q1616337
Schmithause (Duitsland),Schmithause (Duitsland),
Schmölln  (Duitsland),Schmölln  (Duitsland),
schoenmaker,schoenmaker,Q21449230
Schoondijke,Schoondijke,Q75967
Schoonebeek,Schoonebeek,Q2006601
Schoonhove,Schoonhove,
Schoonhoven,Schoonhoven,Q478036
Schoonoord,Schoonoord,Q1891350
Schoonrewoerd,Schoonrewoerd,Q3113902
Schoterland,Schoterland,
Schoterland Heerenveen,Schoterland Heerenveen,
Schroda Poscu,Schroda Poscu,
Schulp,Schulp,Q406554
Schulp (Duitschl),Schulp (Duitschl),
Schulp (Sleeswijk Holstein,Schulp (Sleeswijk Holstein,
Schuttoif,Schuttoif,
Schüttorf (Duitschland),Schüttorf (Duitschland),
Schwa@@@@@,Schwa@@@@@,
Schwachhausen (D),Schwachhausen (D),
Scjhiedam,Scjhiedam,
Secourt,Secourt,Q22223
Selzaete Belgie,Selzaete Belgie,
Senay Wals,Senay Wals,
Seranig,Seranig,
Sexbierum,Sexbierum,Q1000617
Sexbierum (gem Barradeel),Sexbierum (gem Barradeel),
Sexbierum gem Barradeel,Sexbierum gem Barradeel,
sGravenhage,sGravenhage,
Sieglar,Sieglar,
Sijbecarspel,Sijbecarspel,
Sijbekarspel,Sijbekarspel,Q763111
Sijnghem,Sijnghem,
Sijseele,Sijseele,
Sint Anna Parochie,Sint Anna Parochie,Q2840555
Sint Annaland,Sint Annaland,Q2624113
Sint johannesga,Sint johannesga,
Sint Maaarten,Sint Maaarten,
Sint Michiels Gestel,Sint Michiels Gestel,
Sint Michielsgestel,Sint Michielsgestel,Q9866
Sint Nicalleg  Liège,Sint Nicalleg  Liège,
Sint Pieter,Sint Pieter,Q2650299
Sint-Maarten,Sint-Maarten,Q26273
Sittard,Sittard,Q73022
Sjouwer,Sjouwer,
Slangenbeek,Slangenbeek,
Sleen,Sleen,Q2781496
sleen,sleen,Q2781496
Sleen-Veenoord,Sleen-Veenoord,
Sleeswijk Holstein,Sleeswijk Holstein,
Sliedrecht,Sliedrecht,Q750760
Slijk Ewijk,Slijk Ewijk,
Slikkerveer,Slikkerveer,Q2587009
Slochteren,Slochteren,Q850211
Slooten,Slooten,
Sloten,Sloten,Q1219259
Sloten (N.Holl.),Sloten (N.Holl.),
Sloten (NH),Sloten (NH),
Sloten Fr.,Sloten Fr.,
Sloten NH,Sloten NH,
Sloterdijk,Sloterdijk,Q235530
Sltoen,Sltoen,
Sluijpwijk,Sluijpwijk,
Sluis,Sluis,Q10080
Sluis (Zeeland),Sluis (Zeeland),
Smallignerland,Smallignerland,
Smallingerland,Smallingerland,Q507065
Smilde,Smilde,Q2165973
Sneek,Sneek,Q23070
Snelrewaard,Snelrewaard,Q2224161
snelrewaard,snelrewaard,Q2224161
Soelmond gemeente Reinekom,Soelmond gemeente Reinekom,
Soerabaja,Soerabaja,Q11462
Soesdijk,Soesdijk,
Soest,Soest,Q358658
soest,soest,Q358658
Soestdijk,Soestdijk,Q2214216
Soesterberg,Soesterberg,Q1025080
Soldaat 2de Reg't Inf,Soldaat 2de Reg't Inf,
Solingen (Duitschl),Solingen (Duitschl),
Someren,Someren,Q9868
Sommelsdijk,Sommelsdijk,Q1024706
Sommersdijk,Sommersdijk,
Sondel,Sondel,Q511563
Sondel (gem. Gaasterland),Sondel (gem. Gaasterland),
Sonne,Sonne,Q341677
Sonnega gem. Weststellingwerf,Sonnega gem. Weststellingwerf,
Sonsbeek,Sonsbeek,
Sourabaija,Sourabaija,
Spaarndam,Spaarndam,Q833664
Spakenburg,Spakenburg,Q385386
Spakenburg (Bunschoten),Spakenburg (Bunschoten),
Spakenburg Bunschoten,Spakenburg Bunschoten,
Spakenburg gem Bunschoten,Spakenburg gem Bunschoten,
Spakenburg gem. Bunschoten,Spakenburg gem. Bunschoten,
Spanbroek,Spanbroek,Q2298676
Spaubeek,Spaubeek,Q3030263
Speldorf Duitschl,Speldorf Duitschl,
Spijk,Spijk,Q1220071
Spijk gem. Bierum,Spijk gem. Bierum,
Spijkenisse,Spijkenisse,Q488545
Spijkernisse,Spijkernisse,
ss,ss,Q223796
St Anna Parochie,St Anna Parochie,
st Anna Parochie,st Anna Parochie,
St Catharina Sombeek  België,St Catharina Sombeek  België,
St Cathelijne Wavre,St Cathelijne Wavre,
St Denis,St Denis,Q224531
St Gilles,St Gilles,Q230443
St Gillis bij Dendermonde,St Gillis bij Dendermonde,
St Jan Molenbeek (België),St Jan Molenbeek (België),
St Jan-Steen,St Jan-Steen,
St Josten ,St Josten ,
St Nicolaasga,St Nicolaasga,Q1861097
St Pancras,St Pancras,Q1218410
St: Michiels Gestel,St: Michiels Gestel,
St. Anansberg,St. Anansberg,
St. Croix,St. Croix,Q642481
St. Denis,St. Denis,Q224531
St. Gilles,St. Gilles,Q230443
St. Jacobi parochie,St. Jacobi parochie,
St. Jan-Steen,St. Jan-Steen,
St. Jans Molenbeek,St. Jans Molenbeek,
St. Jean bij Brussel,St. Jean bij Brussel,
St. Jean-Molenbeek,St. Jean-Molenbeek,
St. Maarten,St. Maarten,Q26273
St. Maartensdijk,St. Maartensdijk,
St. Michelsgestel,St. Michelsgestel,
St. Michielsgestel,St. Michielsgestel,
St. Nicolaasga,St. Nicolaasga,Q1861097
st. Nicolaasga,st. Nicolaasga,Q1861097
St. Truijen,St. Truijen,
St.Anna Parochie gem. Het Bildt,St.Anna Parochie gem. Het Bildt,
St.Michielsgestel,St.Michielsgestel,
Stabroek,Stabroek,Q595654
stad Almelo,stad Almelo,Q3495470
Stad Almelo,Stad Almelo,Q3495470
Stad almelo,Stad almelo,Q3495470
Stad Almelo ,Stad Almelo ,Q3495470
Stad Delden,Stad Delden,Q1871225
Stad Doetichem,Stad Doetichem,
Stad Doetinchem,Stad Doetinchem,Q3495467
stad Hardenberg,stad Hardenberg,Q3146283
Stad Luxemburg (Groot Hertogdom Luxemburg),Stad Luxemburg (Groot Hertogdom Luxemburg),
Stad Ommen,Stad Ommen,Q2949415
stad Rheine (Duitsland),stad Rheine (Duitsland),
Stad Vollenhove,Stad Vollenhove,Q2737273
Stad Vollenhoven,Stad Vollenhoven,
Stad-Delden,Stad-Delden,
Stad-Doetinchem,Stad-Doetinchem,
Stad-Ommen,Stad-Ommen,
Stadkanaal,Stadkanaal,
Stadskanaal,Stadskanaal,Q73074
Stadskanaal gem. Wildervank,Stadskanaal gem. Wildervank,
Staf@@horst,Staf@@horst,
Standaardbuiten,Standaardbuiten,
Standdaarbuiten,Standdaarbuiten,Q2314541
Staphorst,Staphorst,Q10021
Stavenisse,Stavenisse,Q918449
Stavoren,Stavoren,Q504867
Stedum,Stedum,Q582834
Steekene?,Steekene?,
Steenbergen,Steenbergen,Q9870
Steenderen,Steenderen,Q285907
Steenwijk,Steenwijk,Q81175
Steenwijkerwold,Steenwijkerwold,Q3116953
Steenwijkerwoldq,Steenwijkerwoldq,
Stein,Stein,Q2339718
Sterkenrade Dutischland,Sterkenrade Dutischland,
Stettin,Stettin,Q393
Stevensweerd,Stevensweerd,
Stevensweert,Stevensweert,Q1880603
Stiphout,Stiphout,Q2709958
Stode-Brunsbeek,Stode-Brunsbeek,
Stolberf Deutschl,Stolberf Deutschl,
Stolberg,Stolberg,Q292904
Stolberg (D),Stolberg (D),
Stolberg (Dl),Stolberg (Dl),
Stolwijk,Stolwijk,Q2675598
Stompwijk,Stompwijk,Q2506794
Stoppeldijk,Stoppeldijk,Q3192988
Stoutenberg,Stoutenberg,
Stoutenborg,Stoutenborg,
Stoutenburg,Stoutenburg,Q2930594
Straatsburg,Straatsburg,Q6602
Stralen,Stralen,
Stralsund Pommeren,Stralsund Pommeren,
Stramproij,Stramproij,
Stratum,Stratum,Q12758989
Streefkerk,Streefkerk,Q959585
Strekrad (Dl),Strekrad (Dl),
Strijen,Strijen,Q858607
Strijp,Strijp,Q2008504
Stroe,Stroe,Q411161
Stroobos gem. Grootegast,Stroobos gem. Grootegast,
Stule,Stule,
Suderwick,Suderwick,Q485684
Suhuisterveen,Suhuisterveen,
Surhuisterveen,Surhuisterveen,Q2662899
Surhuisterveen gem. Dantumadeel,Surhuisterveen gem. Dantumadeel,
Surhuisterveen gemt Acht Karspelen,Surhuisterveen gemt Acht Karspelen,
Surhuizum,Surhuizum,Q940152
Sushuisterveen,Sushuisterveen,
Susteren,Susteren,Q1992070
Swalmen,Swalmen,Q1556536
Swichum (Leeuwarderadeel),Swichum (Leeuwarderadeel),
Temase,Temase,
Temsche,Temsche,
ten @ost,ten @ost,
Tensche,Tensche,
Ter Aar,Ter Aar,Q1616258
ter Aar,ter Aar,Q1616258
Ter Borg,Ter Borg,
Ter Kaple gem. Uteringeradeel,Ter Kaple gem. Uteringeradeel,
ter Neuzen,ter Neuzen,
Ter Neuzen,Ter Neuzen,
ter Post Groningen,ter Post Groningen,
Teraar,Teraar,Q1616258
Terborg,Terborg,Q1618053
Terheijden,Terheijden,Q2488235
Terhorne,Terhorne,Q2246118
Terkaple,Terkaple,Q585849
Termunterzijl gem Termunten,Termunterzijl gem Termunten,
Ternaard,Ternaard,Q1000723
Ternaat,Ternaat,
Terneuzen,Terneuzen,Q10081
Ternispel,Ternispel,
Terrool,Terrool,
Terschelling,Terschelling,Q204412
Terwispel,Terwispel,Q2354282
Terwisse,Terwisse,
Terzool,Terzool,Q2799847
Tessenderloo,Tessenderloo,Q740852
Teteringen,Teteringen,Q3519142
Texel,Texel,Q9966
Thielt,Thielt,Q651811
Tholen,Tholen,Q10082
Thurnhout,Thurnhout,
(Tiel) Utrecht,Tiel,Q73221
Tiel,Tiel,Q73221
Tienhoven,Tienhoven,Q411434
Tienhoven (Z.H.),Tienhoven (Z.H.),
Tienhoven (ZH),Tienhoven (ZH),
Tietjerkeseradeel,Tietjerkeseradeel,
Tietjerksteradeel,Tietjerksteradeel,Q840636
Tietjerkstradeel,Tietjerkstradeel,
Tilburg,Tilburg,Q26430
"Tilburg, volgens vonnis Eindhoven","Tilburg, volgens vonnis Eindhoven",
Tinkega,Tinkega,
Tjalleberd,Tjalleberd,Q2612140
Tjalleberd.,Tjalleberd.,
Tjerga@@ gem. Doniastal,Tjerga@@ gem. Doniastal,
Tjerkgaast gem Doniastal,Tjerkgaast gem Doniastal,
Tomaszow in Rusfisch Polen,Tomaszow in Rusfisch Polen,
Tonge@re,Tonge@re,
Tongelré,Tongelré,
Tournai,Tournai,Q173219
Tournay,Tournay,Q396203
Trazegnie,Trazegnie,
Tricht,Tricht,Q3112503
Trosden,Trosden,
Tubbergen,Tubbergen,Q10023
Tüddern ,Tüddern ,
Tuetz,Tuetz,
Tuijl,Tuijl,
Tull en 't Waal,Tull en 't Waal,Q2139917
Tull en Waal,Tull en Waal,
Tull in 't Waal,Tull in 't Waal,
Tull-in 't-Waal,Tull-in 't-Waal,
Turkensdorf,Turkensdorf,
Turnhout,Turnhout,Q271783
Tuul in 't Waal,Tuul in 't Waal,
Twello,Twello,Q2840627
Twello ,Twello ,Q2840627
Twello gem. Voorst,Twello gem. Voorst,
Twijselderheide gem. Twijsel,Twijselderheide gem. Twijsel,
Twijzel,Twijzel,Q3027960
Twijzel (Achtkarspelen),Twijzel (Achtkarspelen),
Tzummarum,Tzummarum,Q2377346
Ubach over Worms,Ubach over Worms,Q2731305
Ubacht over Worms,Ubacht over Worms,
Ubbergen,Ubbergen,Q369813
Ubbingen,Ubbingen,
Ucle,Ucle,
Uddenhout,Uddenhout,
Uden,Uden,Q9872
Udenhout,Udenhout,Q3030229
Uihuizermeeden,Uihuizermeeden,
Uitgeest,Uitgeest,Q9967
Uithoorn,Uithoorn,Q9969
Uithoven,Uithoven,
Uithuizen,Uithuizen,Q2223679
Uithuizermeeden,Uithuizermeeden,Q3101185
Ulft,Ulft,Q1260625
Ulrum,Ulrum,Q2498325
Urecht,Urecht,
Ureterp gem. Opsterland,Ureterp gem. Opsterland,
Ureterp gemeente Opsterland,Ureterp gemeente Opsterland,
Urk,Urk,Q273746
Ursem,Ursem,Q1977907
Ursen,Ursen,
Ursum,Ursum,
Usquert,Usquert,Q1889562
Utecht,Utecht,Q671365
Utercht,Utercht,
Utingeradeel,Utingeradeel,
Utrcht,Utrcht,
Utrech,Utrech,
Utrechct,Utrechct,
Utrecht,Utrecht,Q803
UTrecht,UTrecht,Q803
utrecht,utrecht,Q803
Utrecht ,Utrecht ,Q803
Utrecht Langbroek,Utrecht Langbroek,
Utrechtl,Utrechtl,
Utrechtt,Utrechtt,
Utreht,Utreht,
Uttrecht,Uttrecht,
V eenendaal,V eenendaal,
Vaals,Vaals,Q9768
Vaassen,Vaassen,Q3112535
Valburg,Valburg,Q1889496
Valburg (Herveld),Valburg (Herveld),
Valkenburg,Valkenburg,Q1651728
Valkenswaard,Valkenswaard,Q9873
Valtermond,Valtermond,
Varik,Varik,Q1846155
Vechel,Vechel,
Veen,Veen,Q344886
Veendam,Veendam,Q73065
Veenendaal,Veenendaal,Q1840
Veenendaal ,Veenendaal ,Q1840
Veenendaal (U),Veenendaal (U),
Veenendaal (Utr),Veenendaal (Utr),
Veenendaal @,Veenendaal @,
Veenendaal onder Ede (G),Veenendaal onder Ede (G),
Veenendaal onder Eede (G),Veenendaal onder Eede (G),
Veenendaal pr. Utrecht,Veenendaal pr. Utrecht,
Veenendaal pr(Utrecht),Veenendaal pr(Utrecht),
Veenoord,Veenoord,Q2409225
Veenoord gem. Sleen,Veenoord gem. Sleen,
Veenwoude,Veenwoude,
Veenwoude gem Dantumadeel,Veenwoude gem Dantumadeel,
Veenwouden,Veenwouden,Q3030099
Veere,Veere,Q10083
Veerseloo,Veerseloo,
Veghel,Veghel,Q12557060
Vel[,Vel[,
Veldhuizen,Veldhuizen,Q2677854
Velp,Velp,Q407019
Velp (gemeente Rheden),Velp (gemeente Rheden),
Velp (Gld),Velp (Gld),
Velp (Rheden),Velp (Rheden),
Velp gem. Rheden,Velp gem. Rheden,
Velsen,Velsen,Q9970
Velzen,Velzen,
Venhuijzen,Venhuijzen,
Venhuizen,Venhuizen,Q1615379
Venlo,Venlo,Q9777
Venraaij,Venraaij,
Venraij,Venraij,Q9775
Venray,Venray,Q9775
Veur,Veur,Q608038
Veuzon,Veuzon,
Vianen,Vianen,Q10052
Vierlingbeek,Vierlingbeek,
Vierlingsbeek,Vierlingsbeek,Q608813
Vierpolder,Vierpolder,
Vierpolders,Vierpolders,Q3028978
Vilvoorde,Vilvoorde,Q318418
Vilvoorde Belgie,Vilvoorde Belgie,
Vinekeveen en Waverveen,Vinekeveen en Waverveen,
vinekveen en Waverveen,vinekveen en Waverveen,
Vinekveen en Waverveen,Vinekveen en Waverveen,
Vinhune,Vinhune,
Vinkega,Vinkega,Q2112668
Vinkega (gem. Weststellingwerf),Vinkega (gem. Weststellingwerf),
Vinkenga,Vinkenga,
Vinkenveen,Vinkenveen,
Vinkenveen en Waverveen,Vinkenveen en Waverveen,
Vinkeveen,Vinkeveen,Q2667464
Vinkeveen - Waverveen,Vinkeveen - Waverveen,
Vinkeveen & Waverveen,Vinkeveen & Waverveen,
Vinkeveen en Waverveen,Vinkeveen en Waverveen,Q1329705
Vinkeveen Waverveen,Vinkeveen Waverveen,
Vinkeven-Waverveen,Vinkeven-Waverveen,
Vinkinga,Vinkinga,
Vlaardignen,Vlaardignen,
Vlaardingen,Vlaardingen,Q210007
Vlaardingen ,Vlaardingen ,Q210007
Vlaardingen-Ambacht,Vlaardingen-Ambacht,
Vlaardingerambacht,Vlaardingerambacht,Q2225792
Vlachtwedde,Vlachtwedde,
Vlagtwedde,Vlagtwedde,Q840460
vlagtwedde,vlagtwedde,Q840460
Vlagwedde,Vlagwedde,
Vledder,Vledder,Q770097
Vleuten,Vleuten,Q984079
Vlgtwedde,Vlgtwedde,
Vlieland,Vlieland,Q207851
Vlierden,Vlierden,Q2464477
Vlijmen,Vlijmen,Q1983269
Vlissigen,Vlissigen,
Vlissingen,Vlissingen,Q10084
Vlist,Vlist,Q1000865
Vlodrop,Vlodrop,Q283082
Voerendaal,Voerendaal,Q9770
Vollenhove,Vollenhove,Q81132
Voorburg,Voorburg,Q809821
Voorde,Voorde,Q385026
Voorhout,Voorhout,Q923574
Voorschoten,Voorschoten,Q848324
Voorst,Voorst,Q384772
Voorthuizen,Voorthuizen,Q947946
Vorohout,Vorohout,
Vossenburg gem. Hoogezand,Vossenburg gem. Hoogezand,
Vreeland,Vreeland,Q81493
Vreenland,Vreenland,
Vreeswijk,Vreeswijk,Q2407693
Vries,Vries,Q55553678
Vriezenveen,Vriezenveen,Q3120872
Vrijenban,Vrijenban,Q2265180
Vrouwen Parochie,Vrouwen Parochie,
Vrouwen Parochie Het Bildt,Vrouwen Parochie Het Bildt,
Vrouwepolder,Vrouwepolder,
Vucht,Vucht,Q329633
Vught,Vught,Q9876
Vugt,Vugt,
Vuren Gel.,Vuren Gel.,
Waalhem,Waalhem,
Waalwijk,Waalwijk,Q745038
Waarde,Waarde,Q2950738
Waarde Zeeland,Waarde Zeeland,
Waarden Zeeland,Waarden Zeeland,
Waardenburg,Waardenburg,Q2797402
Waarder,Waarder,Q2362118
Waarschoot,Waarschoot,Q911983
Waddinxveen,Waddinxveen,Q826048
Wadenoijen,Wadenoijen,Q2436205
Wadenooi,Wadenooi,
Wadenooien,Wadenooien,
Wagenberg gem. Ter Heide,Wagenberg gem. Ter Heide,
Wagenborgen gem. Termunten,Wagenborgen gem. Termunten,
`Wageningen,Wageningen,Q1305
Wageningen,Wageningen,Q1305
wagenmakersknecht,wagenmakersknecht,
Walburg,Walburg,Q2540933
Walsum,Walsum,Q17396905
Wamel,Wamel,Q593628
Wandingsveen,Wandingsveen,
Wanneperveen,Wanneperveen,Q3030505
Wanssum,Wanssum,Q3030575
Wapenveld gem. Heerde,Wapenveld gem. Heerde,
Wapenvelde gem. Heerde,Wapenvelde gem. Heerde,
Warchau,Warchau,
Wardingsveen,Wardingsveen,
Warffum,Warffum,Q1942428
Warga,Warga,Q2469346
Warmond,Warmond,Q1615421
Warnsveld,Warnsveld,Q735546
Warrega (Idaarderadeel),Warrega (Idaarderadeel),
Warschott,Warschott,
Wasmes,Wasmes,Q2350085
Wasmuël,Wasmuël,
Waspik,Waspik,Q2922346
Wassenaar,Wassenaar,Q505601
Watergraafsmeer,Watergraafsmeer,Q1936132
Wateringen,Wateringen,Q1615972
Waterland Oudeman,Waterland Oudeman,
Waterloo (Frankrijk),Waterloo (Frankrijk),
Wattrelos,Wattrelos,Q274290
Wavre,Wavre,Q181314
Wedde,Wedde,Q3025598
Weel,Weel,Q7979558
Weerdingeveen gem. Emmen,Weerdingeveen gem. Emmen,
Weerelo,Weerelo,
Weerselo,Weerselo,Q2598109
Weerseloo,Weerseloo,
Weert,Weert,Q9774
Weesp,Weesp,Q9974
Weesper Carspel,Weesper Carspel,
Weespercarspel,Weespercarspel,
Weesperkarspel,Weesperkarspel,Q634194
Weest,Weest,
Wehe,Wehe,
Wehl,Wehl,Q2045882
Wehle (Duitschl.),Wehle (Duitschl.),
Wehle Duitsland,Wehle Duitsland,
Weidum gem Barradeel,Weidum gem Barradeel,
Welden,Welden,Q511540
Well,Well,Q43483
Well gem Bergen,Well gem Bergen,
Well gem. Bergen (L),Well gem. Bergen (L),
Welsdorf,Welsdorf,
Weltem bij Leuven,Weltem bij Leuven,
Wemeldinge,Wemeldinge,Q2735922
Wemeldingen,Wemeldingen,
Werkendam,Werkendam,Q9880
werkendam,werkendam,Q9880
Werkhoven,Werkhoven,Q2541237
Werkman,Werkman,Q364289
werkman,werkman,Q364289
werkman telegrafie,werkman telegrafie,
Werperveen,Werperveen,
Wesemael,Wesemael,Q489116
Wesepe gem. Olst,Wesepe gem. Olst,
Wesperkarspel,Wesperkarspel,
West Zaan,West Zaan,
West-Graftdijk,West-Graftdijk,Q1987766
West-Zaan,West-Zaan,
Westaan,Westaan,
Westbroek,Westbroek,Q2072792
Westcappelle,Westcappelle,
Westdongeradeel,Westdongeradeel,Q851299
Westdorp,Westdorp,Q2059601
Westellingwerf,Westellingwerf,
Wester Engel,Wester Engel,
Westerbork,Westerbork,Q323420
Westerbroek,Westerbroek,
Westereinden,Westereinden,
Westeremden gem. Stedum,Westeremden gem. Stedum,
Westergeest gem Kollemerland en Nieuwkruisland,Westergeest gem Kollemerland en Nieuwkruisland,
Westerloo,Westerloo,
Westermarsch,Westermarsch,
Westervoort,Westervoort,Q524808
Westerwerf,Westerwerf,
Westgraafdijk,Westgraafdijk,
Westkerke,Westkerke,Q1213739
Westmaas,Westmaas,Q2726062
Weststellingerwerf,Weststellingerwerf,
Weststellingwerf,Weststellingwerf,Q753913
Westwoude,Westwoude,
Westzaan,Westzaan,Q953169
Wetteren,Wetteren,Q643980
Wetteren (België),Wetteren (België),
Wevelghem (België),Wevelghem (België),
Wezel (Pruisen),Wezel (Pruisen),
Wezep,Wezep,Q2213759
Wezepe gem. Olst,Wezepe gem. Olst,
Wezepe Gem'te Olst,Wezepe Gem'te Olst,
Wierden,Wierden,Q10025
Wierden bij Almelo,Wierden bij Almelo,
Wieren,Wieren,Q604160
Wieringen,Wieringen,Q669547
Wierum,Wierum,Q1000695
Wieze,Wieze,Q504653
Wij a/Zee en Duin,Wij a/Zee en Duin,
Wijbré,Wijbré,
Wijchen,Wijchen,Q72981
Wijde Wormer,Wijde Wormer,
Wijhe,Wijhe,Q3164650
Wijk,Wijk,Q364265
Wijk a/Zee,Wijk a/Zee,
Wijk a/Zee en Duin,Wijk a/Zee en Duin,
Wijk aan Zee,Wijk aan Zee,Q913649
Wijk aan Zee en Duin,Wijk aan Zee en Duin,Q2366583
Wijk b/Duurst,Wijk b/Duurst,
Wijk bij  Duurstede,Wijk bij  Duurstede,Q10053
Wijk bij Duurdtede,Wijk bij Duurdtede,
Wijk bij Duurst.,Wijk bij Duurst.,
Wijk bij Duurstede,Wijk bij Duurstede,Q10053
Wijk bij duurstede,Wijk bij duurstede,Q10053
wijk bij Duurstede,wijk bij Duurstede,Q10053
Wijk en Aalburg,Wijk en Aalburg,Q3111055
Wijk-bij- Duurstede,Wijk-bij- Duurstede,
Wijk-bij-Duurstede,Wijk-bij-Duurstede,
Wijk-bij-Duustede,Wijk-bij-Duustede,
Wijkbij Duurstede,Wijkbij Duurstede,
Wijkel,Wijkel,Q2002858
Wijlre,Wijlre,Q100019
